河北电信-组播1,#genre#
优漫卡通,http://27.184.216.71:12521/rtp/239.254.201.203:7178
优购物,http://27.184.216.71:12521/rtp/239.254.201.78:6283
动漫秀场,http://27.184.216.71:12521/rtp/239.254.201.165:6358
嘉佳卡通,http://27.184.216.71:12521/rtp/239.254.201.201:7269
四海钓鱼,http://27.184.216.71:12521/rtp/239.254.201.185:6363
固安综合,http://27.184.216.71:12521/rtp/239.254.201.101:5312
国学频道,http://27.184.216.71:12521/rtp/239.254.200.107:6255
天元围棋,http://27.184.216.71:12521/rtp/239.254.201.156:6270
央广购物,http://27.184.216.71:12521/rtp/239.254.201.202:7268
家庭理财,http://27.184.216.71:12521/rtp/239.254.201.188:6366
家有购物,http://27.184.216.71:12521/rtp/239.254.201.144:7262
家有购物,http://27.184.216.71:12521/rtp/239.254.201.80:7192
快乐垂钓,http://27.184.216.71:12521/rtp/239.254.200.229:6257
快乐购,http://27.184.216.71:12521/rtp/239.254.201.79:7196
文物宝库,http://27.184.216.71:12521/rtp/239.254.200.106:6239
文物宝库,http://27.184.216.71:12521/rtp/239.254.201.227:7230
新动漫,http://27.184.216.71:12521/rtp/239.254.201.158:7170
梨园频道,http://27.184.216.71:12521/rtp/239.254.200.120:6247
梨园频道,http://27.184.216.71:12521/rtp/239.254.201.231:7228
欢笑剧场,http://27.184.216.71:12521/rtp/239.254.201.164:6355
武术世界,http://27.184.216.71:12521/rtp/239.254.200.100:6234
武术世界,http://27.184.216.71:12521/rtp/239.254.201.224:7229
求索纪录,http://27.184.216.71:12521/rtp/239.254.201.176:7221
江西陶瓷,http://27.184.216.71:12521/rtp/239.254.201.21:7175
沙河综合,http://27.184.216.71:12521/rtp/239.254.200.181:5369
法治天地,http://27.184.216.71:12521/rtp/239.254.201.183:7226
游戏风云,http://27.184.216.71:12521/rtp/239.254.201.163:6354
环球奇观,http://27.184.216.71:12521/rtp/239.254.200.105:6238
环球旅游,http://27.184.216.71:12521/rtp/239.254.201.161:6264
生态环境,http://27.184.216.71:12521/rtp/239.254.201.187:6226
生活时尚,http://27.184.216.71:12521/rtp/239.254.201.166:6359
羽毛球专区,http://27.184.216.71:12521/rtp/239.254.201.214:7264
聚鲨环球精选,http://27.184.216.71:12521/rtp/239.254.201.81:7191
财富天下,http://27.184.216.71:12521/rtp/239.254.200.124:6370
都市剧场,http://27.184.216.71:12521/rtp/239.254.201.167:6360
重庆汽摩,http://27.184.216.71:12521/rtp/239.254.200.103:6252
金色学堂,http://27.184.216.71:12521/rtp/239.254.201.182:7227
金鹰卡通,http://27.184.216.71:12521/rtp/239.254.200.92:9252
金鹰纪实,http://27.184.216.71:12521/rtp/239.254.200.189:6293
河北电信-组播4,#genre#
BRTV卡酷少儿,http://27.188.109.216:9009/rtp/239.254.200.91:9248
BRTV纪实科教,http://27.188.109.216:9009/rtp/239.254.200.188:6311
CCTV-1 综合,http://27.188.109.216:9009/rtp/239.254.200.27:6000
CCTV-1 综合,http://27.188.109.216:9009/rtp/239.254.200.45:8008
CCTV-2 财经,http://27.188.109.216:9009/rtp/239.254.200.158:6000
CCTV-3 综艺,http://27.188.109.216:9009/rtp/239.254.200.13:6000
CCTV-3 综艺,http://27.188.109.216:9009/rtp/239.254.201.152:7205
CCTV-3 综艺,http://27.188.109.216:9009/rtp/239.254.201.65:6000
CCTV-4 中文国际,http://27.188.109.216:9009/rtp/239.254.200.190:6307
CCTV-4 欧洲,http://27.188.109.216:9009/rtp/239.254.201.205:4220
CCTV-4 美洲,http://27.188.109.216:9009/rtp/239.254.201.206:4220
CCTV-5 体育,http://27.188.109.216:9009/rtp/239.254.200.14:6000
CCTV-5 体育,http://27.188.109.216:9009/rtp/239.254.201.153:7206
CCTV-5+ 体育赛事,http://27.188.109.216:9009/rtp/239.254.200.46:8004
CCTV-6 电影,http://27.188.109.216:9009/rtp/239.254.200.15:6000
CCTV-6 电影,http://27.188.109.216:9009/rtp/239.254.201.154:7207
CCTV-7 国防军事,http://27.188.109.216:9009/rtp/239.254.200.159:6000
CCTV-8 电视剧,http://27.188.109.216:9009/rtp/239.254.200.16:6000
CCTV-8 电视剧,http://27.188.109.216:9009/rtp/239.254.201.155:7208
CCTV-9 纪录,http://27.188.109.216:9009/rtp/239.254.200.59:8112
CCTV-10 科教,http://27.188.109.216:9009/rtp/239.254.200.160:6000
CCTV-11 戏曲,http://27.188.109.216:9009/rtp/239.254.201.123:8120
CCTV-12 社会与法,http://27.188.109.216:9009/rtp/239.254.200.161:6000
CCTV-13 新闻,http://27.188.109.216:9009/rtp/239.254.200.9:8264
CCTV-14 少儿,http://27.188.109.216:9009/rtp/239.254.200.162:6000
CCTV-15 音乐,http://27.188.109.216:9009/rtp/239.254.201.124:8136
CCTV-16 奥林匹克,http://27.188.109.216:9009/rtp/239.254.200.7:6346
CCTV-16 奥林匹克,http://27.188.109.216:9009/rtp/239.254.201.150:6345
CCTV-17 农业农村,http://27.188.109.216:9009/rtp/239.254.201.120:8144
CCTV4K,http://27.188.109.216:9009/rtp/239.254.201.67:6000
CCTV世界地理,http://27.188.109.216:9009/rtp/239.254.200.102:6236
CCTV世界地理,http://27.188.109.216:9009/rtp/239.254.201.226:7254
CCTV兵器科技,http://27.188.109.216:9009/rtp/239.254.200.101:6235
CCTV兵器科技,http://27.188.109.216:9009/rtp/239.254.201.225:7249
CCTV央视台球,http://27.188.109.216:9009/rtp/239.254.201.171:7176
CCTV央视文化精品,http://27.188.109.216:9009/rtp/239.254.200.111:6251
CCTV央视文化精品,http://27.188.109.216:9009/rtp/239.254.201.229:7260
CCTV女性时尚,http://27.188.109.216:9009/rtp/239.254.200.110:6241
CCTV女性时尚,http://27.188.109.216:9009/rtp/239.254.201.228:7255
CCTV怀旧剧场,http://27.188.109.216:9009/rtp/239.254.200.95:6229
CCTV怀旧剧场,http://27.188.109.216:9009/rtp/239.254.201.220:7256
CCTV电视指南,http://27.188.109.216:9009/rtp/239.254.200.142:6256
CCTV电视指南,http://27.188.109.216:9009/rtp/239.254.201.217:7250
CCTV第一剧场,http://27.188.109.216:9009/rtp/239.254.200.93:6227
CCTV第一剧场,http://27.188.109.216:9009/rtp/239.254.201.218:7258
CCTV风云剧场,http://27.188.109.216:9009/rtp/239.254.200.94:6228
CCTV风云剧场,http://27.188.109.216:9009/rtp/239.254.201.219:7257
CCTV风云足球,http://27.188.109.216:9009/rtp/239.254.200.97:6231
CCTV风云足球,http://27.188.109.216:9009/rtp/239.254.201.222:7251
CCTV风云音乐,http://27.188.109.216:9009/rtp/239.254.200.96:6230
CCTV风云音乐,http://27.188.109.216:9009/rtp/239.254.201.221:7259
CCTV高尔夫网球,http://27.188.109.216:9009/rtp/239.254.200.98:6232
CCTV高尔夫网球,http://27.188.109.216:9009/rtp/239.254.201.223:7252
CETV1,http://27.188.109.216:9009/rtp/239.254.200.225:6259
CETV2,http://27.188.109.216:9009/rtp/239.254.200.226:6260
CETV4,http://27.188.109.216:9009/rtp/239.254.200.227:6261
CETV早期教育,http://27.188.109.216:9009/rtp/239.254.200.114:6244
CETV早期教育,http://27.188.109.216:9009/rtp/239.254.201.230:7253
CGTN,http://27.188.109.216:9009/rtp/239.254.200.12:8056
CGTN俄语,http://27.188.109.216:9009/rtp/239.254.201.212:4220
CGTN法语,http://27.188.109.216:9009/rtp/239.254.201.210:4220
CGTN纪录,http://27.188.109.216:9009/rtp/239.254.201.208:4220
CGTN西语,http://27.188.109.216:9009/rtp/239.254.201.209:4220
CGTN阿语,http://27.188.109.216:9009/rtp/239.254.201.211:4220
中央新影-中学生,http://27.188.109.216:9009/rtp/239.254.200.113:6243
中央新影-老故事,http://27.188.109.216:9009/rtp/239.254.200.104:6237
凤凰中文,http://27.188.109.216:9009/rtp/239.254.201.2:5226
凤凰电影,http://27.188.109.216:9009/rtp/239.254.201.1:5214
凤凰资讯,http://27.188.109.216:9009/rtp/239.254.201.3:5227
北京卫视4K,http://27.188.109.216:9009/rtp/239.254.200.187:6000
湖南卫视4K,http://27.188.109.216:9009/rtp/239.254.201.68:6000
东南卫视,http://27.188.109.216:9009/rtp/239.254.201.13:6291
东方卫视,http://27.188.109.216:9009/rtp/239.254.200.52:8032
云南卫视,http://27.188.109.216:9009/rtp/239.254.200.68:8108
内蒙古卫视,http://27.188.109.216:9009/rtp/239.254.200.84:8176
北京卫视,http://27.188.109.216:9009/rtp/239.254.200.47:8024
吉林卫视,http://27.188.109.216:9009/rtp/239.254.201.15:6339
四川卫视,http://27.188.109.216:9009/rtp/239.254.200.202:6325
天津卫视,http://27.188.109.216:9009/rtp/239.254.200.54:1234
宁夏卫视,http://27.188.109.216:9009/rtp/239.254.200.87:8124
安徽卫视,http://27.188.109.216:9009/rtp/239.254.200.163:6000
山东卫视,http://27.188.109.216:9009/rtp/239.254.200.55:8052
山东教育,http://27.188.109.216:9009/rtp/239.254.200.247:4120
山西卫视,http://27.188.109.216:9009/rtp/239.254.200.83:8172
广东卫视,http://27.188.109.216:9009/rtp/239.254.200.56:8048
广西卫视,http://27.188.109.216:9009/rtp/239.254.200.80:8300
新疆卫视,http://27.188.109.216:9009/rtp/239.254.200.89:8160
江苏卫视,http://27.188.109.216:9009/rtp/239.254.200.51:8028
江西卫视,http://27.188.109.216:9009/rtp/239.254.201.12:6290
河南卫视,http://27.188.109.216:9009/rtp/239.254.201.16:7174
浙江卫视,http://27.188.109.216:9009/rtp/239.254.200.53:8036
海南卫视,http://27.188.109.216:9009/rtp/239.254.201.125:6288
深圳卫视,http://27.188.109.216:9009/rtp/239.254.200.50:8020
湖北卫视,http://27.188.109.216:9009/rtp/239.254.200.164:6000
湖南卫视,http://27.188.109.216:9009/rtp/239.254.200.48:8012
甘肃卫视,http://27.188.109.216:9009/rtp/239.254.200.90:8188
西藏卫视,http://27.188.109.216:9009/rtp/239.254.200.88:8164
贵州卫视,http://27.188.109.216:9009/rtp/239.254.201.20:6315
辽宁卫视,http://27.188.109.216:9009/rtp/239.254.200.57:8056
重庆卫视,http://27.188.109.216:9009/rtp/239.254.200.203:6323
陕西卫视,http://27.188.109.216:9009/rtp/239.254.200.82:8140
青海卫视,http://27.188.109.216:9009/rtp/239.254.200.85:8184
黑龙江卫视,http://27.188.109.216:9009/rtp/239.254.200.49:8016
河北卫视,http://27.188.109.216:9009/rtp/239.254.200.174:6000
河北三农,http://27.188.109.216:9009/rtp/239.254.200.23:6000
河北少儿科教,http://27.188.109.216:9009/rtp/239.254.200.21:6000
河北文旅体育 ,http://27.188.109.216:9009/rtp/239.254.200.20:6000
河北经济生活,http://27.188.109.216:9009/rtp/239.254.200.18:6000
河北都市,http://27.188.109.216:9009/rtp/239.254.200.19:6000
九屏直播,http://27.188.109.216:9009/rtp/239.254.200.248:6000
沧州新闻综合,http://27.188.109.216:9009/rtp/239.254.200.42:6000
沧州公共,http://27.188.109.216:9009/rtp/239.254.200.43:6000
沧州影视娱乐,http://27.188.109.216:9009/rtp/239.254.200.44:6000
三河综合,http://27.188.109.216:9009/rtp/239.254.201.113:5315
东光综合,http://27.188.109.216:9009/rtp/239.254.201.76:5331
丰宁综合,http://27.188.109.216:9009/rtp/239.254.200.5:5290
丰润新闻综合,http://27.188.109.216:9009/rtp/239.254.201.58:5197
丰南综合,http://27.188.109.216:9009/rtp/239.254.200.218:5186
乐亭综合,http://27.188.109.216:9009/rtp/239.254.201.107:5200
临漳综合,http://27.188.109.216:9009/rtp/239.254.201.73:5221
井陉矿区综合,http://27.188.109.216:9009/rtp/239.254.201.14:5175
井陉综合,http://27.188.109.216:9009/rtp/239.254.201.215:6167
任县综合,http://27.188.109.216:9009/rtp/239.254.201.115:5381
保定新闻综合,http://27.188.109.216:9009/rtp/239.254.200.144:6000
保定民生,http://27.188.109.216:9009/rtp/239.254.200.146:6000
元氏综合,http://27.188.109.216:9009/rtp/239.254.200.191:5169
兴隆综合,http://27.188.109.216:9009/rtp/239.254.201.95:5295
冀州综合,http://27.188.109.216:9009/rtp/239.254.200.179:5346
内丘综合,http://27.188.109.216:9009/rtp/239.254.201.77:5380
南和综合,http://27.188.109.216:9009/rtp/239.254.201.72:6000
南宫综合,http://27.188.109.216:9009/rtp/239.254.201.48:5371
南皮综合,http://27.188.109.216:9009/rtp/239.254.201.119:5335
卢龙综合,http://27.188.109.216:9009/rtp/239.254.201.216:5233
双滦新闻,http://27.188.109.216:9009/rtp/239.254.201.63:5293
吴桥综合,http://27.188.109.216:9009/rtp/239.254.201.138:5337
唐县综合,http://27.188.109.216:9009/rtp/239.254.201.41:5264
唐山新闻综合,http://27.188.109.216:9009/rtp/239.254.200.166:6000
唐山生活服务,http://27.188.109.216:9009/rtp/239.254.200.167:6000
唐山公共,http://27.188.109.216:9009/rtp/239.254.200.169:6000
唐山影视,http://27.188.109.216:9009/rtp/239.254.200.168:6000
大厂综合,http://27.188.109.216:9009/rtp/239.254.201.71:5310
大城综合,http://27.188.109.216:9009/rtp/239.254.201.34:5308
孟村综合,http://27.188.109.216:9009/rtp/239.254.201.38:5329
宁晋综合,http://27.188.109.216:9009/rtp/239.254.201.51:5375
安平综合,http://27.188.109.216:9009/rtp/239.254.201.42:5348
安新综合,http://27.188.109.216:9009/rtp/239.254.201.99:6255
定兴综合,http://27.188.109.216:9009/rtp/239.254.200.172:5246
定州新闻综合,http://27.188.109.216:9009/rtp/239.254.201.74:6251
容城综合,http://27.188.109.216:9009/rtp/239.254.201.102:6256
崇礼综合,http://27.188.109.216:9009/rtp/239.254.201.117:5267
平乡综合,http://27.188.109.216:9009/rtp/239.254.201.53:5378
平泉综合,http://27.188.109.216:9009/rtp/239.254.200.177:5286
广宗综合,http://27.188.109.216:9009/rtp/239.254.201.50:5373
广平综合,http://27.188.109.216:9009/rtp/239.254.201.70:5220
廊坊新闻综合,http://27.188.109.216:9009/rtp/239.254.200.183:6000
廊坊生活,http://27.188.109.216:9009/rtp/239.254.200.184:6000
张家口新闻综合,http://27.188.109.216:9009/rtp/239.254.200.35:6000
徐水综合,http://27.188.109.216:9009/rtp/239.254.201.147:6260
成安综合,http://27.188.109.216:9009/rtp/239.254.201.143:6210
承德新闻综合,http://27.188.109.216:9009/rtp/239.254.200.32:6000
承德旅游文化,http://27.188.109.216:9009/rtp/239.254.200.33:6000
抚宁综合,http://27.188.109.216:9009/rtp/239.254.201.213:5232
故城综合,http://27.188.109.216:9009/rtp/239.254.201.126:5362
文安综合,http://27.188.109.216:9009/rtp/239.254.201.103:5314
无极综合,http://27.188.109.216:9009/rtp/239.254.200.220:5167
昌黎综合,http://27.188.109.216:9009/rtp/239.254.201.61:5230
晋州综合,http://27.188.109.216:9009/rtp/239.254.201.127:5184
景县综合,http://27.188.109.216:9009/rtp/239.254.200.240:5350
曲周综合,http://27.188.109.216:9009/rtp/239.254.200.236:5210
曲阳综合,http://27.188.109.216:9009/rtp/239.254.200.242:5265
望都综合,http://27.188.109.216:9009/rtp/239.254.201.56:6246
枣强综合,http://27.188.109.216:9009/rtp/239.254.201.136:5363
柏乡综合,http://27.188.109.216:9009/rtp/239.254.201.140:5383
栾城综合,http://27.188.109.216:9009/rtp/239.254.200.215:5173
武安综合,http://27.188.109.216:9009/rtp/239.254.201.6:5216
永清综合,http://27.188.109.216:9009/rtp/239.254.201.141:5316
涉县新闻综合,http://27.188.109.216:9009/rtp/239.254.201.97:5222
涞水综合,http://27.188.109.216:9009/rtp/239.254.201.10:5250
涞源综合,http://27.188.109.216:9009/rtp/239.254.200.213:5260
涿州综合,http://27.188.109.216:9009/rtp/239.254.201.17:5261
涿鹿综合,http://27.188.109.216:9009/rtp/239.254.201.145:5272
深州综合,http://27.188.109.216:9009/rtp/239.254.201.46:5357
深泽综合,http://27.188.109.216:9009/rtp/239.254.201.108:5180
清河综合,http://27.188.109.216:9009/rtp/239.254.200.170:5366
满城综合,http://27.188.109.216:9009/rtp/239.254.200.222:5252
滦南综合,http://27.188.109.216:9009/rtp/239.254.201.22:5191
滦州综合,http://27.188.109.216:9009/rtp/239.254.201.30:5196
滦平综合,http://27.188.109.216:9009/rtp/239.254.201.4:5291
玉田综合,http://27.188.109.216:9009/rtp/239.254.201.28:5194
盐山综合,http://27.188.109.216:9009/rtp/239.254.201.114:5334
石家庄新闻综合,http://27.188.109.216:9009/rtp/239.254.200.157:6000
石家庄城市服务,http://27.188.109.216:9009/rtp/239.254.200.30:6000
石家庄城市服务,http://27.188.109.216:9009/rtp/239.254.200.31:6000
石家庄文化娱乐,http://27.188.109.216:9009/rtp/239.254.200.29:6000
秦皇岛新闻综合,http://27.188.109.216:9009/rtp/239.254.200.39:6000
秦皇岛民生,http://27.188.109.216:9009/rtp/239.254.200.40:6000
肃宁综合,http://27.188.109.216:9009/rtp/239.254.201.122:5336
肥乡新闻综合,http://27.188.109.216:9009/rtp/239.254.201.105:5223
衡水新闻综合,http://27.188.109.216:9009/rtp/239.254.200.147:6000
衡水公共,http://27.188.109.216:9009/rtp/239.254.200.149:6000
赞皇综合,http://27.188.109.216:9009/rtp/239.254.200.244:5177
赵县1套,http://27.188.109.216:9009/rtp/239.254.201.111:5183
迁安综合,http://27.188.109.216:9009/rtp/239.254.201.109:5199
迁西综合,http://27.188.109.216:9009/rtp/239.254.201.26:5188
遵化综合,http://27.188.109.216:9009/rtp/239.254.201.146:5202
邢台城市生活,http://27.188.109.216:9009/rtp/239.254.200.152:6000
邢台综合,http://27.188.109.216:9009/rtp/239.254.200.150:6000
邯山综合,http://27.188.109.216:9009/rtp/239.254.201.116:5225
邯郸新闻综合,http://27.188.109.216:9009/rtp/239.254.200.153:6000
邯郸公共,http://27.188.109.216:9009/rtp/239.254.200.154:6000
邯郸科技教育,http://27.188.109.216:9009/rtp/239.254.200.155:6000
邱县综合,http://27.188.109.216:9009/rtp/239.254.201.129:6209
阜城综合,http://27.188.109.216:9009/rtp/239.254.201.98:5361
阜平综合,http://27.188.109.216:9009/rtp/239.254.201.40:5248
隆化综合,http://27.188.109.216:9009/rtp/239.254.201.142:5296
隆尧综合,http://27.188.109.216:9009/rtp/239.254.201.69:5379
雄县综合,http://27.188.109.216:9009/rtp/239.254.201.94:6254
霸州新闻,http://27.188.109.216:9009/rtp/239.254.200.4:5313
青县综合,http://27.188.109.216:9009/rtp/239.254.201.112:5333
顺平综合,http://27.188.109.216:9009/rtp/239.254.201.118:6257
饶阳综合,http://27.188.109.216:9009/rtp/239.254.201.44:5353
馆陶综合,http://27.188.109.216:9009/rtp/239.254.201.106:5224
香河综合,http://27.188.109.216:9009/rtp/239.254.201.32:5306
高碑店综合,http://27.188.109.216:9009/rtp/239.254.200.210:5254
高邑融媒,http://27.188.109.216:9009/rtp/239.254.201.24:5170
魏县综合,http://27.188.109.216:9009/rtp/239.254.201.148:6211
鸡泽综合,http://27.188.109.216:9009/rtp/239.254.201.60:5218
鹿泉综合,http://27.188.109.216:9009/rtp/239.254.201.204:6166
黄骅综合,http://27.188.109.216:9009/rtp/239.254.201.36:5325
东方财经,http://27.188.109.216:9009/rtp/239.254.201.181:7214
中华特产,http://27.188.109.216:9009/rtp/239.254.201.184:6263
中国交通,http://27.188.109.216:9009/rtp/239.254.201.110:5181
书画,http://27.188.109.216:9009/rtp/239.254.200.217:6267
优优宝贝,http://27.188.109.216:9009/rtp/239.254.201.186:6272
优漫卡通,http://27.188.109.216:9009/rtp/239.254.201.203:7178
优购物,http://27.188.109.216:9009/rtp/239.254.201.78:6283
动漫秀场,http://27.188.109.216:9009/rtp/239.254.201.165:6358
嘉佳卡通,http://27.188.109.216:9009/rtp/239.254.201.201:7269
四海钓鱼,http://27.188.109.216:9009/rtp/239.254.201.185:6363
固安综合,http://27.188.109.216:9009/rtp/239.254.201.101:5312
国学频道,http://27.188.109.216:9009/rtp/239.254.200.107:6255
天元围棋,http://27.188.109.216:9009/rtp/239.254.201.156:6270
央广购物,http://27.188.109.216:9009/rtp/239.254.201.202:7268
家庭理财,http://27.188.109.216:9009/rtp/239.254.201.188:6366
家有购物,http://27.188.109.216:9009/rtp/239.254.201.144:7262
家有购物,http://27.188.109.216:9009/rtp/239.254.201.80:7192
快乐垂钓,http://27.188.109.216:9009/rtp/239.254.200.229:6257
快乐购,http://27.188.109.216:9009/rtp/239.254.201.79:7196
文物宝库,http://27.188.109.216:9009/rtp/239.254.200.106:6239
文物宝库,http://27.188.109.216:9009/rtp/239.254.201.227:7230
新动漫,http://27.188.109.216:9009/rtp/239.254.201.158:7170
梨园频道,http://27.188.109.216:9009/rtp/239.254.200.120:6247
梨园频道,http://27.188.109.216:9009/rtp/239.254.201.231:7228
欢笑剧场,http://27.188.109.216:9009/rtp/239.254.201.164:6355
武术世界,http://27.188.109.216:9009/rtp/239.254.200.100:6234
武术世界,http://27.188.109.216:9009/rtp/239.254.201.224:7229
求索纪录,http://27.188.109.216:9009/rtp/239.254.201.176:7221
江西陶瓷,http://27.188.109.216:9009/rtp/239.254.201.21:7175
沙河综合,http://27.188.109.216:9009/rtp/239.254.200.181:5369
法治天地,http://27.188.109.216:9009/rtp/239.254.201.183:7226
游戏风云,http://27.188.109.216:9009/rtp/239.254.201.163:6354
环球奇观,http://27.188.109.216:9009/rtp/239.254.200.105:6238
环球旅游,http://27.188.109.216:9009/rtp/239.254.201.161:6264
生态环境,http://27.188.109.216:9009/rtp/239.254.201.187:6226
生活时尚,http://27.188.109.216:9009/rtp/239.254.201.166:6359
羽毛球专区,http://27.188.109.216:9009/rtp/239.254.201.214:7264
聚鲨环球精选,http://27.188.109.216:9009/rtp/239.254.201.81:7191
财富天下,http://27.188.109.216:9009/rtp/239.254.200.124:6370
都市剧场,http://27.188.109.216:9009/rtp/239.254.201.167:6360
重庆汽摩,http://27.188.109.216:9009/rtp/239.254.200.103:6252
金色学堂,http://27.188.109.216:9009/rtp/239.254.201.182:7227
金鹰卡通,http://27.188.109.216:9009/rtp/239.254.200.92:9252
金鹰纪实,http://27.188.109.216:9009/rtp/239.254.200.189:6293
